key,mean,std,max,min,25,50,75,game,model,target_update,learning_rate,annealing,optimizer,loss_function,weight_decay
CartPole_DQN_GS_EpsilonGreedy_notes_cpu,35.83,20.68,198.0,8.0,20.0,33.0,47.0,CartPole-v0,DQN_GS,0,0.01,True,RMSprop,Huber,0.1
CartPole_DQN_GS_EpsilonGreedy_notes_cpu,49.23,20.28,178.0,8.0,36.0,47.0,61.0,CartPole-v0,DQN_GS,0,0.01,True,RMSprop,Huber,0.5
CartPole_DDQN_GS_EpsilonGreedy_notes_cpu,53.18,26.4,227.0,8.0,35.0,50.0,67.0,CartPole-v0,DDQN_GS,0,0.01,True,RMSprop,Huber,0.1
CartPole_DQN_GS_EpsilonGreedy_notes_cpu,9.69,1.63,31.0,8.0,9.0,9.0,10.0,CartPole-v0,DQN_GS,0,0.001,True,RMSprop,Huber,1.0
CartPole_DQN_GS_EpsilonGreedy_notes_cpu,9.69,1.66,30.0,8.0,9.0,9.0,10.0,CartPole-v0,DQN_GS,0,0.001,True,RMSprop,Huber,1.0
CartPole_DQN_GS_EpsilonGreedy_notes_cpu,9.68,1.63,28.0,8.0,9.0,9.0,10.0,CartPole-v0,DQN_GS,0,0.001,True,RMSprop,Huber,0.5
CartPole_DQN_GS_EpsilonGreedy_notes_cpu,33.11,19.27,152.0,8.0,18.0,30.0,44.0,CartPole-v0,DQN_GS,0,0.001,True,RMSprop,Huber,0.1
MountainCar_DQN_GS_EpsilonGreedy_notes_cpu,-2287.53,2081.95,-215.0,-12875.0,-3071.5,-1609.5,-872.75,MountainCar-v0,DQN_GS,0,0.001,True,RMSprop,Huber,0.5
MountainCar_DQN_GS_EpsilonGreedy_notes_cpu,-1815.63,1457.44,-112.0,-8192.0,-2358.0,-1425.5,-847.25,MountainCar-v0,DQN_GS,0,0.01,True,RMSprop,Huber,0.5
MountainCar_DDQN_GS_EpsilonGreedy_notes_cpu,-192.8,49.43,-92.0,-495.0,-212.0,-193.0,-170.75,MountainCar-v0,DDQN_GS,0,0.001,True,RMSprop,Huber,0.1
MountainCar_DDQN_GS_EpsilonGreedy_notes_cpu,-2810.14,2095.57,-530.0,-13067.0,-3787.0,-2198.0,-1405.5,MountainCar-v0,DDQN_GS,0,0.01,True,RMSprop,Huber,0.5
MountainCar_DDQN_GS_EpsilonGreedy_notes_cpu,-1234.94,1188.59,-232.0,-6185.0,-1399.0,-863.0,-522.5,MountainCar-v0,DDQN_GS,0,0.001,True,RMSprop,Huber,1.0
MountainCar_DQN_GS_EpsilonGreedy_notes_cpu,-1877.67,1736.39,-208.0,-13666.0,-2351.5,-1382.5,-785.0,MountainCar-v0,DQN_GS,0,0.001,True,RMSprop,Huber,0.5
MountainCar_DDQN_GS_EpsilonGreedy_notes_cpu,-10941.73,7761.6,-519.0,-20001.0,-20001.0,-10902.5,-3009.0,MountainCar-v0,DDQN_GS,0,0.001,True,RMSprop,Huber,0.5
MountainCar_DQN_GS_EpsilonGreedy_notes_cpu,-215.56,75.4,-104.0,-857.0,-239.5,-205.0,-173.0,MountainCar-v0,DQN_GS,0,0.01,True,RMSprop,Huber,0.1
MountainCar_DDQN_GS_EpsilonGreedy_notes_cpu,-6396.5,6333.21,-589.0,-20001.0,-9151.25,-3379.0,-1365.75,MountainCar-v0,DDQN_GS,0,0.001,True,RMSprop,Huber,1.0
MountainCar_DDQN_GS_EpsilonGreedy_notes_cpu,-255.35,86.24,-114.0,-778.0,-294.0,-227.0,-200.0,MountainCar-v0,DDQN_GS,0,0.01,True,RMSprop,Huber,0.1
MountainCar_DQN_GS_EpsilonGreedy_notes_cpu,-173.9,58.23,-90.0,-558.0,-202.0,-168.0,-123.0,MountainCar-v0,DQN_GS,0,0.001,True,RMSprop,Huber,0.1
MountainCar_DDQN_GS_EpsilonGreedy_notes_cpu,-507.77,257.81,-195.0,-2212.0,-595.0,-439.0,-349.0,MountainCar-v0,DDQN_GS,0,0.01,True,RMSprop,Huber,0.5
MountainCar_DDQN_GS_EpsilonGreedy_notes_cpu,-1890.68,1385.42,-359.0,-7799.0,-2394.0,-1543.0,-913.0,MountainCar-v0,DDQN_GS,0,0.001,True,RMSprop,Huber,0.1
MountainCar_DDQN_GS_EpsilonGreedy_notes_cpu,-13126.35,8242.73,-471.0,-20001.0,-20001.0,-20001.0,-3434.0,MountainCar-v0,DDQN_GS,0,0.01,True,RMSprop,Huber,0.1
MountainCar_DQN_GS_EpsilonGreedy_notes_cpu,-3822.1,5077.33,-179.0,-20001.0,-3988.25,-1639.5,-1021.75,MountainCar-v0,DQN_GS,0,0.01,True,RMSprop,Huber,0.5
MountainCar_DQN_GS_EpsilonGreedy_notes_cpu,-6827.18,5130.75,-802.0,-20001.0,-9937.25,-5247.5,-2957.5,MountainCar-v0,DQN_GS,0,0.01,True,RMSprop,Huber,1.0
MountainCar_DQN_GS_EpsilonGreedy_notes_cpu,-3729.14,3606.73,-312.0,-20001.0,-4576.0,-2629.0,-1293.25,MountainCar-v0,DQN_GS,0,0.001,True,RMSprop,Huber,1.0
MountainCar_DDQN_GS_EpsilonGreedy_notes_cpu,-2351.75,1867.0,-436.0,-10739.0,-3041.5,-1778.0,-1097.25,MountainCar-v0,DDQN_GS,0,0.01,True,RMSprop,Huber,1.0
MountainCar_DDQN_GS_EpsilonGreedy_notes_cpu,-3777.11,3467.04,-467.0,-20001.0,-4939.25,-2692.0,-1532.0,MountainCar-v0,DDQN_GS,0,0.001,True,RMSprop,Huber,0.5
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu,-996.45,626.51,-191.0,-4578.0,-1213.25,-851.5,-564.75,Acrobot-v1,DQN_GS,0,0.001,True,RMSprop,Huber,0.5
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu,-1354.62,949.1,-183.0,-6532.0,-1745.5,-1084.5,-671.25,Acrobot-v1,DQN_GS,0,0.01,True,RMSprop,Huber,1.0
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu,-201.79,113.71,-63.0,-975.0,-240.0,-167.0,-128.0,Acrobot-v1,DQN_GS,0,0.001,True,RMSprop,Huber,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu,-375.03,536.33,-74.0,-7018.0,-415.75,-188.5,-132.0,Acrobot-v1,DDQN_GS,0,0.01,True,RMSprop,Huber,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu,-901.42,510.81,-110.0,-3056.0,-1228.5,-784.0,-512.5,Acrobot-v1,DQN_GS,0,0.01,True,RMSprop,Huber,0.5
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu,-253.35,235.52,-70.0,-2612.0,-270.0,-182.0,-134.0,Acrobot-v1,DQN_GS,0,0.01,True,RMSprop,Huber,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu,-212.11,123.79,-63.0,-1043.0,-250.0,-176.0,-132.0,Acrobot-v1,DQN_GS,0,0.001,True,RMSprop,Huber,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu,-151.12,77.54,-64.0,-908.0,-166.0,-132.0,-109.0,Acrobot-v1,DDQN_GS,0,0.001,True,RMSprop,Huber,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu,-136.15,45.39,-67.0,-453.0,-154.25,-126.0,-105.0,Acrobot-v1,DQN_GS,0,0.01,True,RMSprop,Huber,0.1,Acrobot-v1,DDQN_GS,0,0.01,True,RMSprop,Huber,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu,-127.27,31.67,-64.0,-299.0,-143.0,-121.0,-105.0,Acrobot-v1,DDQN_GS,0,0.01,True,RMSprop,Huber,0.5
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu,-168.72,75.92,-73.0,-1021.0,-190.0,-151.0,-122.25,Acrobot-v1,DDQN_GS,0,0.001,True,RMSprop,Huber,1.0
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu,-160.03,160.04,-67.0,-4398.0,-175.0,-140.0,-114.0,Acrobot-v1,DDQN_GS,0,0.01,True,RMSprop,Huber,0.5
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu,-1240.32,717.28,-117.0,-4376.0,-1576.5,-1081.0,-730.5,Acrobot-v1,DQN_GS,0,0.01,True,RMSprop,Huber,1.0
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu,-143.01,68.37,-60.0,-1088.0,-162.0,-125.0,-104.0,Acrobot-v1,DDQN_GS,0,0.001,True,RMSprop,Huber,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu,-180.01,126.14,-64.0,-2149.0,-197.0,-148.0,-118.0,Acrobot-v1,DDQN_GS,0,0.001,True,RMSprop,Huber,0.5
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu,-466.83,240.89,-109.0,-1554.0,-578.0,-417.0,-295.0,Acrobot-v1,DQN_GS,0,0.001,True,RMSprop,Huber,0.5
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu,-144.09,58.4,-69.0,-809.0,-160.0,-131.0,-109.0,Acrobot-v1,DDQN_GS,0,0.001,True,RMSprop,Huber,0.5
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu,-1307.61,700.59,-163.0,-3633.0,-1685.0,-1158.0,-782.0,Acrobot-v1,DQN_GS,0,0.001,True,RMSprop,Huber,1.0
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu,-161.98,53.66,-74.0,-595.0,-183.75,-152.0,-127.0,Acrobot-v1,DDQN_GS,0,0.01,True,RMSprop,Huber,1.0
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu,-749.66,395.0,-141.0,-2412.0,-924.0,-680.0,-456.0,Acrobot-v1,DQN_GS,0,0.01,True,RMSprop,Huber,0.5
CartPole_DQN_GS_EpsilonGreedy_notes_cpu,9.69,1.66,34.0,8.0,9.0,9.0,10.0,CartPole-v0,DQN_GS,0,0.001,True,RMSprop,Huber,0.5
CartPole_DQN_GS_EpsilonGreedy_notes_cpu,9.7,1.69,34.0,8.0,9.0,9.0,10.0,CartPole-v0,DQN_GS,0,0.01,True,RMSprop,Huber,1.0
CartPole_DDQN_GS_EpsilonGreedy_notes_cpu,17.79,11.53,119.0,8.0,10.0,15.0,21.0,CartPole-v0,DDQN_GS,0,0.001,True,RMSprop,Huber,0.5
CartPole_DQN_GS_EpsilonGreedy_notes_cpu,38.33,20.91,181.0,8.0,22.0,35.0,49.0,CartPole-v0,DQN_GS,0,0.001,True,RMSprop,Huber,0.1
CartPole_DDQN_GS_EpsilonGreedy_notes_cpu,50.88,23.79,259.0,8.0,35.0,48.0,64.0,CartPole-v0,DDQN_GS,0,0.01,True,RMSprop,Huber,1.0
CartPole_DDQN_GS_EpsilonGreedy_notes_cpu,56.5,25.77,227.0,8.0,39.0,53.0,70.0,CartPole-v0,DDQN_GS,0,0.01,True,RMSprop,Huber,0.1
CartPole_DQN_GS_EpsilonGreedy_notes_cpu,35.51,17.42,155.0,8.0,21.0,34.0,45.0,CartPole-v0,DQN_GS,0,0.01,True,RMSprop,Huber,0.5
CartPole_DDQN_GS_EpsilonGreedy_notes_cpu,43.56,23.82,207.0,8.0,26.0,41.0,57.0,CartPole-v0,DDQN_GS,0,0.001,True,RMSprop,Huber,0.1
CartPole_DDQN_GS_EpsilonGreedy_notes_cpu,36.3,21.99,164.0,8.0,19.0,32.0,49.0,CartPole-v0,DDQN_GS,0,0.001,True,RMSprop,Huber,0.1
CartPole_DQN_GS_EpsilonGreedy_notes_cpu,39.02,20.68,205.0,8.0,24.0,36.0,50.0,CartPole-v0,DQN_GS,0,0.01,True,RMSprop,Huber,0.1
CartPole_DDQN_GS_EpsilonGreedy_notes_cpu,52.37,25.63,223.0,8.0,36.0,49.0,64.0,CartPole-v0,DDQN_GS,0,0.01,True,RMSprop,Huber,0.5
CartPole_DDQN_GS_EpsilonGreedy_notes_cpu,31.94,19.85,199.0,8.0,17.0,29.0,43.0,CartPole-v0,DDQN_GS,0,0.001,True,RMSprop,Huber,0.5
CartPole_DQN_GS_EpsilonGreedy_notes_cpu,9.7,1.68,30.0,8.0,9.0,9.0,10.0,CartPole-v0,DQN_GS,0,0.001,True,RMSprop,Huber,1.0
CartPole_DDQN_GS_EpsilonGreedy_notes_cpu,50.91,23.75,189.0,8.0,34.0,48.0,64.0,CartPole-v0,DDQN_GS,0,0.01,True,RMSprop,Huber,0.5
CartPole_DQN_GS_EpsilonGreedy_notes_cpu,34.79,21.27,185.0,8.0,18.0,32.0,47.0,CartPole-v0,DQN_GS,0,0.01,True,RMSprop,Huber,0.1
CartPole_DDQN_GS_EpsilonGreedy_notes_cpu,40.58,22.76,177.0,8.0,25.0,37.0,53.0,CartPole-v0,DDQN_GS,0,0.001,True,RMSprop,Huber,1.0
CartPole_DQN_GS_EpsilonGreedy_notes_cpu,9.7,1.69,35.0,8.0,9.0,9.0,10.0,CartPole-v0,DQN_GS,0,0.01,True,RMSprop,Huber,1.0
CartPole_DQN_GS_EpsilonGreedy_notes_cpu,23.59,16.8,158.0,8.0,10.0,19.0,31.0,CartPole-v0,DQN_GS,0,0.001,True,RMSprop,Huber,0.1
CartPole_DQN_GS_EpsilonGreedy_notes_cpu,46.67,19.38,172.0,8.0,33.0,44.5,57.0,CartPole-v0,DQN_GS,0,0.001,True,RMSprop,Huber,0.5
CartPole_DQN_GS_EpsilonGreedy_notes_cpu,47.56,23.38,202.0,8.0,31.0,44.0,60.0,CartPole-v0,DQN_GS,0,0.01,True,RMSprop,Huber,0.5
